Option Name,Contact,Address,Size_1Bedroom,Size_2Bedrooms,Rent,Rent_1Bedroom,Rent_2Bedrooms,Pet Policy,Distance,Duration,Parking,Gym,Kitchen,Amenities,Features,Living Space,Lease Info,Services,Property Info,Indoor Info,Outdoor Info
[Watermark on Harvest Junction](https://www.apartments.com/watermark-on-harvest-junction-longmont-co/6g2byzt/),844-315-1985,"[766 Martin St, Longmont, CO 80501](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/766+Martin+St,+Longmont,+CO+80501/data=!4m2!4m1!3e2)",751 Sq Ft,"1,043 Sq Ft","$1,360 - 2,275",1360-1480,1715-1830,Dogs and Cats Allowed: We allow 2 pets per apartment. Standard $200 pet deposit required and $35 pet rent per pet. Some breed restrictions will apply. Please call our leasing office for our complete pet policy. Deposit goes up to $300 for second pet  * $200 Deposit * $70 Monthly Pet Rent * $200 Fee * 2 Pet Limit,15.55 mi,26 mins,Garage: $100 Watermark at Harvest Junction offers first come first serve parking spaces. We also offer detached garages available for $100.00 per month. Please call our leasing office for more information.,* Fitness Center * Pool,,"* 24-hour fitness center * 24hr. Emergency maintenance * Balcony * Clubhouse with TVs, kitchen * Detached garages and storage units available * Dog Park * Game area * Gourmet Kitchen * Granite counter tops * Nine-foot ceilings * Nine-foot ceilings with design * Pet Friendly * Resort style swimming pool with cabanas and ... * Stainless steel appliances * Stainless Steele appliances * Valet Trash * Walk-in closets * Washer / Dryer * Washer and dryer in every unit * Wifi * Wireless Internet",* Air Conditioning,,None,,* Built in 2018 * 276 Units/3 Stories,* Clubhouse,
[Legacy on the Promenade](https://www.apartments.com/legacy-on-the-promenade-westminster-co/jljq624/),720-943-5235,"[6250 Promenade Dr N, Westminster, CO 80020](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/6250+Promenade+Dr+N,+Westminster,+CO+80020/data=!4m2!4m1!3e2)",641 Sq Ft,"1,095 Sq Ft","$1,519 - 3,259",1519-1879,1749-3229,Dogs and Cats Allowed: certain breed restrictions apply. See leasing for details. Rent: $40 per pet  * $250 Deposit * $40 Monthly Pet Rent * $250 Fee * 2 Pet Limit,15.1 mi,19 mins,Garage Covered garage parking available for residents and guests.,* Fitness Center * Spa * Pool,* Dishwasher * Disposal * Ice Maker * Granite Countertops * Stainless Steel Appliances * Island Kitchen * Microwave * Oven * Range * Refrigerator * Freezer,* 15 Foot & Vaulted Ceilings Available * Air Conditioner * Ample Bike Storage & Maintenance Room * Balconies & Private Patios * Barbeques & Alfresco Dining Areas * Designer lighting and fixtures * Electronic Lock Systems * Energy Star Whirlpool kitchen appliances * Gigamonster Data * Granite counters w/decorative backsplash * Granite Countertops in Kitchens & Bathrooms * Hardwood Style Floors * Heated Lap Pool Open Year Round * High-End Kitchen Appliances * Hot Tub * In-Home Whirlpool Washer & Dryer * In-home Whirlpool Washer/Dryers * Low Emission Electric Car Charging Stations * Pet Friendly with Pet Salon * Trash Chute Access on Every Floor * Two Well-Landscaped Courtyards * Views of the Promenade Pond & Rocky Mountains,* High Speed Internet Access * Washer/Dryer * Air Conditioning * Ceiling Fans * Double Vanities * Tub/Shower,* Crown Molding * Vaulted Ceiling * Walk-In Closets,None,* Package Service * Maintenance on site * Property Manager on Site * Furnished Units Available * Pet Washing Station * Car Charging Station,* Built in 2017 * 300 Units/4 Stories * Furnished,* Elevator * Business Center * Clubhouse * Lounge * Multi Use Room,* Gated * Courtyard * Grill * Grill
[The Tenzing](https://www.apartments.com/the-tenzing-westminster-co/ktc8ht8/),844-298-1440,"[11674 N Pecos St, Westminster, CO 80234](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/11674+N+Pecos+St,+Westminster,+CO+80234/data=!4m2!4m1!3e2)",717 Sq Ft,"1,240 - 1,241 Sq Ft","$1,605 - 3,710",1605-2835,1830-2915,Dogs and Cats Allowed * $200 Deposit * $30 Monthly Pet Rent * $200 Fee * 2 Pet Limit,17.35 mi,26 mins,Surface Lot and Covered,* Fitness Center * Spa * Pool,* Dishwasher * Disposal * Stainless Steel Appliances * Pantry * Island Kitchen * Microwave * Oven * Refrigerator,* 24-Hour Emergency Maintenance * BBQ/Picnic Area * BBQs * Cable Ready * Close to Flatiron Flyer to Denver and Boulder * Courtyard * Dishwasher * Disposal * Fire Pit * Free Weights * High Tech Business Center * Large Closets * Luxurious Pool * Microwave * Off Street Parking * Outdoor Dog Run * Package Receiving * Patio/Balcony * Refrigerator * Resident Lounge * Tech Savvy Spaces * Washer/Dryer * Window Coverings,* High Speed Internet Access * Washer/Dryer * Air Conditioning * Storage Units,* Hardwood Floors * Carpet * Views * Walk-In Closets * Window Coverings,"6, 7, 8, 9, 10, 11, 12",* Package Service * Maintenance on site * Property Manager on Site * Pet Play Area * Public Transportation,* Built in 2018 * 320 Units,* Business Center * Clubhouse * Lounge,* Balcony * Patio * Grill
[Fusion 355](https://www.apartments.com/fusion-355-broomfield-co/jh2w325/),844-259-2772,"[355 Eldorado Blvd, Broomfield, CO 80021](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/355+Eldorado+Blvd,+Broomfield,+CO+80021/data=!4m2!4m1!3e2)",839 Sq Ft,"1,470 Sq Ft","$1,245 - 3,500",1490-1685,3100,Dogs Allowed Breed Restrictions Apply. Please call the office for pricing and details.  * $200 Deposit * $25 Monthly Pet Rent * $100 Fee * 2 Pet Limit,10.850000000000001 mi,15 mins,Other,* Fitness Center * Pool * Bike Storage * Gameroom,* Dishwasher * Disposal * Ice Maker * Stainless Steel Appliances * Pantry * Island Kitchen * Kitchen * Microwave * Range,* *Applies to select units * 24/7 Electronic Parcel Acceptance * 24-Hour Emergency Maintenance * 24-Hour Premium Fitness Center * Abundant Linen Closet Space* * Bluetooth Shower heads in Master Bath * Ceiling Fans in Bedrooms(s) and Living Room * Central Air Conditioning * Community Garden * Controlled Access Community * Convenient Bike Storage * Courtyards * Crescent Shower Rods * Cyber Cafe * Designer Cabinetry with Contemporary Hardware * Dog Park * Dual Vanity Bathrooms* * Elevator Access * Exquisite Quartz Slab Countertops * Game Room * Garbage Disposal * Generous Pantries* * Gourmet Kitchen Islands* * Great Room * Hardwood Style Flooring * Heated Pool with Spa and Baja Deck * Keyless Entry * Media Room * Mud Room* * Online Payments Available * On-Site Storage* * Oversized Windows that Maximize Natural Light* * Pet Friendly Property - Call for Details * Pet Spa * Plush Carpet in Bedrooms* * Smart Home * Smoke Free Community * Soaring 9 Foot Ceilings * Spacious Patio* * Trash Chutes * Under Cabinet Lighting in Kitchen * Under Mount Sink in Kitchen * Velo Room * Vertical Blinds * Walk In Shower with Glass Enclosures* * Yoga Studio with Fitness On Demand,* Washer/Dryer * Air Conditioning * Heating * Ceiling Fans * Smoke Free * Storage Units * Double Vanities * Tub/Shower,* Vaulted Ceiling * Walk-In Closets * Linen Closet,"9, 10, 11, 12, 13",* Property Manager on Site * Pet Play Area * Pet Washing Station,* Built in 2019 * 286 Units/4 Stories,* Elevator,* Sundeck * Courtyard * Balcony * Patio * Garden
[Union Pointe](https://www.apartments.com/union-pointe-longmont-co/d73zgml/),844-259-5656,"[1605 County Line Rd, Longmont, CO 80504](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/1605+County+Line+Rd,+Longmont,+CO+80504/data=!4m2!4m1!3e2)",708 Sq Ft,"1,074 Sq Ft","$1,250 - 2,170",1375-1625,1745-2065,Dogs and Cats Allowed: We welcome 2 pets per apartment home. There is a $100 pet deposit per pet ($200 for cats and $250 for dogs is non-refundable) and a $35 per month per pet fee. Aggressive breeds are prohibited. Please call for complete pet policy information.  * $200 Deposit * $70 Monthly Pet Rent * $200 - 500 Fee * 2 Pet Limit,18.15 mi,28 mins,Other Please call our leasing office for parking information.,* Fitness Center * Playground,,"* 24-Hour Fitness Center with Yoga Studio * Adjacent to Union Reservoir * Amazon Hub Parcel Management * Bike & Ski Repair Room * Car Care Station * Car Charging Stations * Catering Kitchen * Community Raised Garden Planters * Corn Hole * Co-Working Lounge with Laptop Bar * Direct Access Garages * Full size Washer/Dryer * Full-Size Washer & Dryer * Hammocks * Kitchen Islands * Mountain View Premium * Mountain Views * NGBS Green Certification * Onsite Pet Wash Station & Dog Run * Outdoor Fitness Station * Outdoor Lounge with Barbecue Pavilions and ... * Outdoor Ping Pong * Pantry * Patio or Balcony * Patio/Balcony * Quartz Countertops * Resort Style Pool with Cabanas & BBQ * Resort Style Swimming Pool and Hot Tub * Spacious and Elegant 1, 2 & 3 * Stainless Steel Appliance Pack * Stainless Steel Appliances * Studio, One-, Two- & Three-Bedroom Apartment Homes * Walk-In Closets * Wood Style Flooring * Wood-Style Flooring",,,"6 months,7 months,9 months,12 months,13 months",* Pet Play Area,* Built in 2019 * 256 Units/3 Stories,* Clubhouse,
[Epoque Golden](https://www.apartments.com/epoque-golden-golden-co/733wj3x/),844-760-4839,"[1175 Newstar Way, Golden, CO 80403](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/1175+Newstar+Way,+Golden,+CO+80403/data=!4m2!4m1!3e2)",745 Sq Ft,"1,008 Sq Ft","$1,815 - 4,830",2159-3187,3039-3587,Dogs Allowed * $100 Deposit * $35 Monthly Pet Rent * $300 Fee * 80 lb Weight Limit * 2 Pet Limit,19.2 mi,28 mins,Surface Lot Uncovered Surface Lot,* Fitness Center * Spa * Pool,* Dishwasher * Disposal * Island Kitchen * Microwave * Oven * Refrigerator,"* 55 and Older Age Restriction * Adventure Excursions * Better Living By Design. * Bike repair room & storage * Black car service * Brushed nickel fixtures * Car Washes * Community garden * Convenient countertop outlet/USB chargers* * Cooking classes * Dog Walking/Pet Sitting * Dog wash * Educational Classes * European-style, soft-close cabinets * Fitness Classes * FOB-access entry system * Foyer with closet * Foyer with closet* * Gas Stove * Golf & ski storage * Great Style & Simplicity * Hall closet * House-keeping * Ice Maker * In unit, full-sized washer and dryer * In-home decorating & right-sizing assistance * Intimate pub/game room with wet bar * Kitchen island & niche * Kitchen island & niche* * Laundry room * Laundry room* * Luxury wood-fabricated flooring * Open concept living area * Oversized walk-in closets * Oversized windows with roller shades * Patio with bedroom access * Personal patio or balcony* * Pre-wired for satellite TV and internet * Quality & Comfort Are King. * Resident storage * Scenic View * Separate dining area* * Short Term Lease Available * Socials and Gatherings * Sold-surface, quartz countertops * Solid core doors * Storage area * Waterfall edge kitchen island* * WiFi Available",* Washer/Dryer * Air Conditioning * Storage Units * Wheelchair Accessible (Rooms),* Dining Room * Walk-In Closets * Linen Closet * Window Coverings,None,* Package Service * Maintenance on site * Property Manager on Site,* Built in 2018 * 120 Units,* Elevator * Business Center * Clubhouse * Lounge * Storage Space,* Sundeck * Balcony * Patio
[Ascent](https://www.apartments.com/ascent-westminster-co/3h033nf/),844-631-9176,"[8860 Westminster Blvd, Westminster, CO 80031](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/8860+Westminster+Blvd,+Westminster,+CO+80031/data=!4m2!4m1!3e2)",604 Sq Ft,924 Sq Ft,"$1,164 - 3,000",1480-2225,1892-3000,Dogs and Cats Allowed: We welcome up to 2 pets per home (cats and dogs) - total weight of 75 lbs. There is a $300 total pet deposit for 1-2 pets (up to 50% refundable pending damage assessment). Pet rent is $25/month (cats) and $35/month (dogs). Breed restrictions apply. Please call our leasing office for our complete pet policy.  * $300 Deposit * $35 Monthly Pet Rent * 75 lb Weight Limit * 2 Pet Limit,17.1 mi,20 mins,Covered and Garage,* Fitness Center * Spa * Bike Storage * Walking/Biking Trails,* Dishwasher * Disposal * Stainless Steel Appliances * Island Kitchen * Microwave * Oven * Range * Refrigerator * Freezer,"* 1 BD Efficiency * 10th Floor * 11 Miles to Downtown Denver * 11th Floor * 12th Floor * 17 Miles to Downtown Boulder * 1st Floor * 24 Hour Emergency Maintenance * 2-Way Fireplace * 4th Floor Reduction * Access to dining and retail on level 1 * Adjacent to Public Parking for Guests * Air Conditioner * Air Conditioning * Balcony * Bay Window * Cable * Ceramic tile backsplash * Ceramic tile floor * City View * Coffee Bar * Community Web Site * Conference Room * Controlled Access * Enclosed Parking Available * Entertaining Kitchen * Firepits * Fitness Center with Nanawall for ... * Fitness Classes * Free Wi-Fi in Community Spaces * Full-size washer/dryer * Grilling Stations * Hard Surface CounterTops * Hardwood kitchen floor * Herb Garden * Hot Tubs * Immediate Access to Denver-Boulder Turnpike * In-Unit and mobile Thermostat Controls * Kegerator * Laminate (wood-look) * Large Closets * Large patio/balcony * Medium patio/balcony * Multiple Finish Packages Available * Near Shopping, Dining, Entertainment * Near Shoppping, Dining, Entertainment * Off-Leash Dog Run * On-Site Leasing and Management * Patio in units * Pay your Rent Online * Pet Friendly * Pool Table * Private Balcony * Private Patio * Quartz Countertops * Range * Resident Events and Classes * Screened patio/balcony * Self-cleaning oven * Short walk to Park &amp; Ride at US Sheridan ... * Sizable Pool * Small patio/balcony * Smart Homes * Smart Lights * Smart Thermostat * Soft-Close Kitchen Cabinetry * Space for Outdoor Yoga * Sports/Golf Simulator * Stainless steel appliances * Stainless-Steel Appliances * Tile Backsplash * Tile Shower/Tub Surround * Tranquil Water Feature * Updated Finishes 1 * Upgraded front cabinets * View * Views of Downtown Denver and Mountains * Window Coverings * Wood-Look LVT Floors",* High Speed Internet Access * Wi-Fi * Washer/Dryer * Air Conditioning * Heating * Ceiling Fans * Cable Ready * Storage Units * Double Vanities * Tub/Shower * Wheelchair Accessible (Rooms),* Carpet * Vaulted Ceiling * Views * Walk-In Closets * Window Coverings * Large Bedrooms,None,* Package Service * Wi-Fi at Pool and Clubhouse * Laundry Facilities * Controlled Access * Maintenance on site * Property Manager on Site * Security System * Concierge * 24 Hour Availability * On-Site Retail * Planned Social Activities * Guest Apartment * Pet Play Area * Pet Washing Station * Car Charging Station * Car Wash Area * Public Transportation,* Built in 2019 * 255 Units/5 Stories,* Elevator * Business Center * Clubhouse * Multi Use Room * Storage Space * Disposal Chutes * Conference Room,* Roof Terrace * Sundeck * Courtyard * Grill * Picnic Area * Grill
[Westcliff Apartments](https://www.apartments.com/westcliff-apartments-westminster-co/g3epmgx/),844-243-2454,"[9820 Westcliff Pky, Westminster, CO 80021](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/9820+Westcliff+Pky,+Westminster,+CO+80021/data=!4m2!4m1!3e2)",856 Sq Ft,"1,236 Sq Ft","$1,439 - 2,969",1439-1929,1810-2382,Dogs Allowed: Breed restrictions apply.  * $35 Monthly Pet Rent * $300 Fee * 100 lb Weight Limit * 3 Pet Limit,15.6 mi,19 mins,Surface Lot 1 space.,* Spa,* Dishwasher * Disposal * Stainless Steel Appliances * Range * Refrigerator,* 48-hour Maintenance Commitment * 5-hole miniature golf course * 9' ceilings * Attached and detached garages available * Brand New Hardwood Floors * Built-in bookcases* * Gazebo with a fire pit & gas grill * Granite tile entries * Individual Climate Control * Large walk-in closets * Linen closets * Newly redesigned kitchens * NightPatrol * Other * Private cabanas * Resort-style pool * Stainless Steel Appliances * Strength and cardio center,* High Speed Internet Access * Washer/Dryer * Heating * Ceiling Fans * Tub/Shower * Fireplace,* Carpet * Dining Room * Built-In Bookshelves * Crown Molding * Vaulted Ceiling * Views * Walk-In Closets * Linen Closet,,* Pet Play Area,* Built in 2002 * 371 Units/3 Stories,* Business Center,* Cabana * Grill * Grill
[The Promenade at Hunters Glen](https://www.apartments.com/the-promenade-at-hunters-glen-thornton-co/lsgphqe/),303-219-9982,"[12801 Lafayette St, Thornton, CO 80241](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/12801+Lafayette+St,+Thornton,+CO+80241/data=!4m2!4m1!3e2)",575 Sq Ft,990 Sq Ft,"$1,299 - 1,979",1299-1410,1529-1629,"Dogs Allowed: Breed restrictions apply. Please call for details. Please contact the office for breed restrictions, deposits and pet rent.  * $250 Deposit * $35 Monthly Pet Rent * $250 Fee * 100 lb Weight Limit * 2 Pet Limit",21.0 mi,29 mins,Surface Lot,* Fitness Center * Spa * Pool * Playground * Volleyball Court * Walking/Biking Trails,* Dishwasher * Disposal * Ice Maker * Stainless Steel Appliances * Pantry * Kitchen * Microwave * Oven * Range * Refrigerator,* 24 Hour Fitness Center * Accepts Electronic Payments * Air Conditioning * Balcony/Patio * Bark Park * Bike * Business Center * Cable Ready * Ceiling Fans* * Clubhouse * Covered Parking Available * Dishwasher * Emergency Maintenance * Fireplace* * Garages * Garden Soaking Tubs * Hot Tub * Jog. * Microwave * Oversized Closets * Pet Friendly * Playground/Tot Lot * Swimming Pool * Trail to Hike * Vaulted Ceilings * View* * Washer and Dryer in Unit,* High Speed Internet Access * Washer/Dryer * Washer/Dryer Hookup * Air Conditioning * Heating * Ceiling Fans * Cable Ready * Storage Units * Tub/Shower * Fireplace * Handrails * Wheelchair Accessible (Rooms),* Carpet * Vinyl Flooring * Dining Room * Vaulted Ceiling * Views * Walk-In Closets * Window Coverings,,* Package Service * Wi-Fi at Pool and Clubhouse * 24 Hour Availability * Pet Play Area,* Built in 1998 * 264 Units/3 Stories,* Business Center,* Grill * Picnic Area * Lake Access * Balcony * Patio * Grill
[Meadow Creek Apartments](https://www.apartments.com/meadow-creek-apartments-boulder-co/l3hzczf/),720-897-9456,"[5131 Williams Fork Trl, Boulder, CO 80301](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/5131+Williams+Fork+Trl,+Boulder,+CO+80301/data=!4m2!4m1!3e2)",775 Sq Ft,950 Sq Ft,"$1,295 - 2,663",1295-2176,1430-2663,"Dogs Allowed: Our pet-friendly apartments welcome most breeds of dogs. However, because certain dogs do not thrive in a community environment, we cannot accommodate the following breeds, dogs resembling these breeds, or mixes of these breeds: Akita, American Staffordshire Terrier, Bull Terrier, Chow, Doberman, German Shepherd, Husky, Pit Bull, Presa Canario, Rottweiler and Wolf Hybrid. We also cannot accommodate exotic pets, such as snakes, rabbits, pigs, ferrets, monkeys, venomous or otherwise poisonous animals. Please ask the leasing team for more details.  * $45 Monthly Pet Rent * $250 Fee * 300 lb Weight Limit * 2 Pet Limit",6.65 mi,13 mins,"Surface Lot: $20 1 space; Assigned Parking. Parking for residents is available on a first-come, first-served basis in our private parking lot.",* Fitness Center * Spa * Pool,* Dishwasher * Disposal * Refrigerator,* 24-Hour Package Acceptance * Barbecue Area * Cat Friendly * Dog Friendly * Dog Park - Coming Soon * Free Coffee * French Doors * Guarantors Welcome * On-site Recycling * Pet Park * Phone: XFINITY from Comcast * Smart Door Lock * Smart Home Technology * Smart Package 365 * Smart Thermostat * Smoke-Free * Stainless Steel Appliances * TV: XFINITY from Comcast * Wood Plank Flooring,* High Speed Internet Access * Washer/Dryer * Air Conditioning * Storage Units,* Views,We offer lease terms of up to 24 months with longer leases available by request. Ask us for details!,* Laundry Facilities,* Built in 1968 * 332 Units/2 Stories,* Clubhouse * Storage Space,* Balcony * Patio * Grill
[AMLI at Interlocken](https://www.apartments.com/amli-at-interlocken-broomfield-co/bn3hymb/),844-256-9448,"[401 Interlocken Blvd, Broomfield, CO 80021](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/401+Interlocken+Blvd,+Broomfield,+CO+80021/data=!4m2!4m1!3e2)",698 Sq Ft,"1,045 Sq Ft","$1,425 - 2,932",1425-2441,1936-2932,Dogs Allowed * $200 Deposit * $25 Monthly Pet Rent * $250 Fee * 75 lb Weight Limit * 2 Pet Limit,11.149999999999999 mi,16 mins,Garage: $60 2 spaces; Assigned Parking.,* Fitness Center * Pool,* Range * Refrigerator,* BreathEasy community inside and out * Customer service focused company that offers a 48-hour service guarantee with service request * Designer lighting package with pendant lights in kitchens * Expansive windows with incredible scenic views * Fantastic location above the Omni golf course and resort just 8 miles out of Boulder * Individual Climate Control * Landscaped courtyards with outdoor kitchen and fireplace * NightPatrol * Open floor plans with designer palettes * Other * Rooftop deck with outdoor fireplace and barbecue grill * Sleek granite countertops and subway tile backsplashes * Smoke-free community -- inside and out,* Washer/Dryer * Heating * Ceiling Fans,* Walk-In Closets,,* Pet Care,* Built in 2013 * 341 Units/4 Stories,* Lounge,
[Retreat at the Flatirons](https://www.apartments.com/retreat-at-the-flatirons-broomfield-co/f0zyxzs/),720-457-9065,"[13780 Del Corso Pky, Broomfield, CO 80020](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/13780+Del+Corso+Pky,+Broomfield,+CO+80020/data=!4m2!4m1!3e2)",862 Sq Ft,"1,507 Sq Ft","$1,445 - 4,325",1445-2490,1915-3075,"Dogs Allowed: Breed restrictions apply for dogs. Akitas, Alaskan Malamutes, Chows, Doberman Pinschers, German Shepherds, Mastiffs, Pit Bulls, Presa Canarios, Rottweilers, Shar Peis, Siberian Huskies, Staffordshire Terriers, Wolf Hybrids or any variation or mixes of these breeds. Pets are welcome (with some breed restrictions) and with a maximum of two pets per apartment. There is a one-time $500 pet fee for one pet, or $650 for 2 pets.There is also a monthly pet rent of $35 per pet.  * $25 Monthly Pet Rent * $500 Fee * 100 lb Weight Limit * 2 Pet Limit",10.9 mi,15 mins,Surface Lot 1 space.,* Fitness Center * Spa * Pool * Playground * Walking/Biking Trails,* Dishwasher * Disposal * Ice Maker * Pantry * Island Kitchen * Kitchen * Microwave * Oven * Range * Refrigerator * Freezer,"* ApartmentRatings 2018 Top Rated Community * Bike and Walking Trails * Breakfast Bars * Dog Wash * Double Sinks in Bathrooms* * ENERGY STAR Certified Building * Fireplaces in Select Apartments* * Full-size Washers and Dryers * Garden Style Apartments * Ideal Location: * Kitchen Backsplash * Large Off-Leash Dog Park * Minutes to Boulder and Downtown Denver * Mountain, City and Golf Course Views Available * Pet Friendly Community * Picnic Area with BBQ Grill * Quartz Countertops * Repair Shop for Skis & Bicycles * Resident Portal * Spacious Walk-in Closets * Stainless Steel Appliances * Ten-foot Ceilings in Third Floor Apartments * Valet Trash Service * Walk-in Shower* * Walking Distance to RTD Park and Ride * Wi-Fi at Poolside, Clubhouse and Fitness Center",* High Speed Internet Access * Wi-Fi * Washer/Dryer * Air Conditioning * Heating * Ceiling Fans * Cable Ready * Satellite TV * Trash Compactor * Storage Units * Double Vanities * Tub/Shower * Fireplace * Sprinkler System,* Hardwood Floors * Vinyl Flooring * Dining Room * Mud Room * Office * Walk-In Closets * Linen Closet * Double Pane Windows * Window Coverings * Wet Bar,None,* Package Service * Maintenance on site * Property Manager on Site,* Built in 2014 * 374 Units/3 Stories,* Business Center * Clubhouse * Breakfast/Coffee Concierge,* Gated * Cabana * Grill * Picnic Area * Balcony * Deck * Yard * Lawn * Grill
[Keystone Apartments](https://www.apartments.com/keystone-apartments-northglenn-co/3p20rfe/),720-250-9858,"[12150 Race St, Northglenn, CO 80241](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/12150+Race+St,+Northglenn,+CO+80241/data=!4m2!4m1!3e2)",575 - 645 Sq Ft,869 Sq Ft,"$1,469 - 1,906",1469-1529,1684-1851,Dogs and Cats Allowed: We welcome 2 pets per apartment home. Please contact the leasing office for more information about our pet policy.  * $200 Deposit * $35 Monthly Pet Rent * $250 - 350 Fee * 100 lb Weight Limit * 2 Pet Limit,21.95 mi,30 mins,Surface Lot 1 space.,* Fitness Center * Pool * Basketball Court,* Dishwasher * Disposal * Microwave * Range * Refrigerator,* BBQ/Picnic Area * Covered Parking * Hardwood Flooring * Oversized Windows * Smoke Free * Stainless-Steel Appliances * Vaulted Ceiling,* Washer/Dryer * Washer/Dryer Hookup * Air Conditioning * Heating * Storage Units * Fireplace,* Views * Walk-In Closets * Window Coverings,"3 months,6 months,7 months,9 months,12 months,13 months",* Maintenance on site * Online Services,* Built in 1986 * 208 Units/3 Stories,* Clubhouse,* Courtyard * Balcony * Patio
