Option Name,Contact,Address,Size_1Bedroom,Size_2Bedrooms,Rent,Rent_1Bedroom,Rent_2Bedrooms,Pet Policy,Distance,Duration,Parking,Gym,Kitchen,Amenities,Features,Living Space,Lease Info,Services,Property Info,Indoor Info,Outdoor Info
[Radius Uptown](https://www.apartments.com/radius-uptown-denver-co/qfhdtjy/),720-907-6822,"[1935 N Logan St, Denver, CO 80203](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/1935+N+Logan+St,+Denver,+CO+80203/data=!4m2!4m1!3e2)",680 - 729 Sq Ft,"1,081 - 1,195 Sq Ft","$1,425 - 2,925",1750-2170,2465-2925,Dogs Allowed: 0  * $100 Deposit * $30 Monthly Pet Rent * $250 Fee * 3 Pet Limit,1.2 mi,7 mins,,* Fitness Center * Spa * Pool,* Dishwasher * Range * Refrigerator,* BBQ Stations * Bike and Pet Wash * Bluetooth Speaker Tech Package in Select Homes * Bluetooth Tech Package* * Business Center * Cabanas * Ceiling Fans with Lights in Bedrooms * Fire Pit with Covered Grill Areas * Glass Backsplash in Kitchen and Bathrooms * Glass Tile Backsplash * Meeting Room * Plank Flooring in Living Room and Kitchen Areas * Plank Wood Flooring * Quartz Countertops * Rooftop Patio * Smoke Free Living * Spin Studio * Stainless Steel Appliance * Walk-in Closets* * WiFi Lounge * Yoga/Pilates Studio,* Washer/Dryer * Heating * Storage Units * Wheelchair Accessible (Rooms),* Views,Flexible terms,* 24 Hour Availability,* Built in 2017 * 372 Units/12 Stories,* Elevator * Business Center * Clubhouse,* Sundeck * Balcony
[The Rail at Inverness](https://www.apartments.com/the-rail-at-inverness-englewood-co/v3be7lg/),303-801-4900,"[10001 E Dry Creek Rd, Englewood, CO 80112](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/10001+E+Dry+Creek+Rd,+Englewood,+CO+80112/data=!4m2!4m1!3e2)",640 - 658 Sq Ft,"1,101 Sq Ft","$1,299 - 1,921",1299-1750,1622-1921,"Dogs Allowed: No Mixed or Full Breeds of the following allowed: Pit Bulls, (Bull Terriers or American Stafford-shire Terriers), Presa Canarios, Cane Corsos, Rottweilers, Doberman Pinschers, Chow Chows. Management has right to deny approval of any pet case by case. Cats and Dogs Welcome  Breed restrictions apply for dogs, contact property for more details Two pet maximum  Monthly Pet rent is $35 Per Pet  Pet Deposit is $250 Per Pet  Non-Refundable Pet Fee $250 Per Pet  * $250 Deposit * $35 Monthly Pet Rent * $250 Fee * 2 Pet Limit",16.55 mi,23 mins,"Surface Lot: $8 200 spaces. $8 Monthly Fee per vehicle, 1 vehicle per each adult leaseholder with ample parking spaces",* Fitness Center * Spa * Pool * Bike Storage * Gameroom,* Dishwasher * Disposal * Ice Maker * Granite Countertops * Stainless Steel Appliances * Pantry * Island Kitchen * Kitchen * Microwave * Oven * Range * Refrigerator * Freezer * Coffee System,* 24/7 On Call Maintenance * 9 Ft Ceilings All 3 Floors * Air Conditioner * All Quartz Countertops * Amazon Parcel Lockers Free Service * Ample Resident Parking Available * App Operated Kevo Entry&Nest Thermostat * BBQ/Picnic Area * Carpeting * Ceiling Fan * Central Air * Close Access to RTD Light Rail Station * Detached Garages * Dishwasher * Disposal * Easy Walking Distance To RTD Light Rail * Efficient Appliances * Espresso Or Modern White Cabinetry * First Floor * Fitness Center * Free Weights * Game Lounge * Garden (Roman) Bath Tubs With Shower * Glass Top Stoves * Great Location * Green Property By 10/2018 * Ground Floor * Hardwood Floors * Heated Year Round Pool And Hot Tub * In Unit Washer And Dryer * Large Closets * Media Room * Microwave * Mountain View * New 24/7 Business Center And WiFi Lounge * New 24/7 Fitness Center * New Recreation Room And Game Lounge * Newly Renovated With All LED Lighting * Online Rent Pay * Oversized Closets * Package Receiving * Partial View * Partnered With EPremiuminsurance.Com * Patio/Balcony * Plank Flooring Throughout-All 3 Levels * Pool * Pool View * Recycling * Refrigerator * Renovated 1 Bedroom * Renovated 2 Bedroom * Resident Lounge * Resident Parcel Locker * Second Floor * Shuttle Service To Light Rail Station * Smartphone Controlled Kevo Touch Entry * Smartphone Controlled Nest Thermostat * Stainless Steel Appliances * Third Floor * Two BBQ Stations On Property * Washer/Dryer * Washer/Dryer In Unit * Window Coverings * Year Round Pool and Hot Tub,* High Speed Internet Access * Wi-Fi * Washer/Dryer * Air Conditioning * Heating * Ceiling Fans * Cable Ready * Satellite TV * Tub/Shower * Sprinkler System * Framed Mirrors * Wheelchair Accessible (Rooms),* Hardwood Floors * Carpet * Dining Room * Views * Walk-In Closets * Linen Closet * Window Coverings * Large Bedrooms,,* Wi-Fi at Pool and Clubhouse * Maintenance on site * Property Manager on Site * 24 Hour Availability * Shuttle to Train * Recycling * Renters Insurance Program * Online Services * Public Transportation,* Built in 2009 * 219 Units/3 Stories,* Business Center * Clubhouse * Lounge * Multi Use Room,* Grill * Picnic Area * Pond * Balcony * Grill
[Atria Arista by Cortland](https://www.apartments.com/atria-arista-by-cortland-broomfield-co/dq15mgj/),844-252-7692,"[11585 Destination Dr, Broomfield, CO 80021](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/11585+Destination+Dr,+Broomfield,+CO+80021/data=!4m2!4m1!3e2)",729 Sq Ft,"1,198 Sq Ft","$1,655 - 2,668",1655-1959,2109-2527,"Dogs and Cats Allowed: Certain aggressive breeds, including mixed breeds, are restricted at all Cortland Partners communities. We do not allow the following aggressive breeds/mixes at our communities, including, but not limited to: Rottweiler, Chow, Presa Carnario, Doberman, Akita, Pit Bulls (Also known as American Staffordshire Terrier, Staffordsire Bull Terrier, or Bull Terrier). Pet deposit is $200/ per pet. Pet fee is $200/ per pet. Pet rent is $25/ per pet. Max of 2 pets.  * $400 Deposit * $50 Monthly Pet Rent * $200 - 400 Fee * 2 Pet Limit",15.899999999999999 mi,22 mins,Surface Lot 1 space.,* Fitness Center * Pool * Media Center/Movie Theatre,* Dishwasher * Disposal * Ice Maker * Granite Countertops * Stainless Steel Appliances * Pantry * Island Kitchen * Kitchen * Microwave * Oven * Range * Refrigerator * Freezer,"* 2 Inch Wood-Style Blinds * 2 Wood-Style Blinds * 24/7 Fitness Center * Billiards and Gaming Room * Business Center with WiFi * Ceiling Fans with Lighting * Complimentary Coffee Bar * Designer Tile Backsplash * Digital Thermostats * Digital, Programmable Thermostats * Dog Wash Station * Elevate Group Fitness Classes * Framed Mirror* * Framed Mirrors * Generous Walk-In Closets * Gooseneck Faucet with Sprayer * Hard Surface CounterTops * In-Home, Full-Size Washer and Dryer Sets * Leash-Free Bark Park * Media Room * Modern Cabinetry * Modern Cabinetry with Brushed Nickel Hardware * Modern Lighting Package * new Kitchen Appliance Package * Quartz Countertops * Resident Clubhouse with WiFi and HDTVs * Resort-Style Swimming Pool * Smoke-Free Cortland Commmunity * Smoke-Free Cortland Community * Spacious Walk-In Closets * Stainless Steel Appliances * Stainless Steel Under Mount Sink * Under Mount Sink* * Walk-In Showers with Rainfall Shower Heads* * Wood-Style Flooring",* High Speed Internet Access * Washer/Dryer * Air Conditioning * Heating * Ceiling Fans * Smoke Free * Cable Ready * Security System * Storage Units * Double Vanities * Tub/Shower * Sprinkler System * Framed Mirrors * Wheelchair Accessible (Rooms),* Hardwood Floors * Carpet * Den * Built-In Bookshelves * Crown Molding * Views * Walk-In Closets * Linen Closet * Window Coverings,"6 months,7 months,9 months,12 months,13 months",* Package Service * Wi-Fi at Pool and Clubhouse * Laundry Facilities * Controlled Access * Maintenance on site * Property Manager on Site * 24 Hour Availability * Renters Insurance Program * Online Services * Planned Social Activities * Pet Care * Pet Washing Station * Car Charging Station,* Built in 2016 * 240 Units/4 Stories,* Elevator * Business Center * Clubhouse * Lounge * Multi Use Room * Disposal Chutes * Conference Room,* Gated * Sundeck * Grill * Balcony * Patio * Grill
[Loft 9](https://www.apartments.com/loft-9-denver-co/2hyzr6c/),720-457-2981,"[11100 E Dartmouth Ave, Denver, CO 80014](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/11100+E+Dartmouth+Ave,+Denver,+CO+80014/data=!4m2!4m1!3e2)",810 - 960 Sq Ft,"1,000 Sq Ft","$1,070 - 1,928",1070-1569,1550-1928,"Dogs Allowed: Akita, American Pit Bull Terrier, Burmese Mountain, Boxer, Bull Mastiff, Bull Terrier, Chow, Dalmatian, Doberman, Newfoundland, Rottweiler, Saint Bernard, Staffordshire Bull Terrier, and mixes with these breeds are not permitted under any circumstances. Maximum 2 pets per apartment home  * $100 Deposit * $35 Monthly Pet Rent * $250 Fee * 50 lb Weight Limit * 2 Pet Limit",16.6 mi,23 mins,Surface Lot 1 space.,* Fitness Center * Sauna * Pool * Playground * Basketball Court * Racquetball Court,* Dishwasher * Disposal * Range * Refrigerator,"* Air Conditioner * BBQ/Picnic Area * Cable Ready * Carpeting * Dishwasher * Disposal * Efficient Appliances * Extra Storage * Fireplace * In-unit Security Systems * Media Room * Newly Upgraded Interiors in Select Homes * Off Street Parking * Open-Concept Living Spaces * Package Receiving * Patio/Balcony * Pet Friendly * Pet Park * Pool, Pond and Courtyard Views * Private Yards* * Refrigerator * Technology Package * Technology Package* * Townhome Floor Plans Available * Upgraded Black Appliance Package Available * View * Walk-In Closets * Washer & Dryer Included* * Window Coverings * Wood-Style Plank Flooring In Select Homes",* Air Conditioning * Heating * Smoke Free * Cable Ready * Storage Units * Fireplace,* Walk-In Closets * Window Coverings,None,* Package Service * Laundry Facilities * Maintenance on site * Property Manager on Site * 24 Hour Availability * Public Transportation,* Built in 1975 * 418 Units/3 Stories,* Business Center * Clubhouse * Lounge,* Balcony * Patio
[1101 Country Club Towers II & III](https://www.apartments.com/1101-country-club-towers-ii-iii-denver-co/lkqkyjd/),866-845-6916,"[1101 E Bayaud Ave, Denver, CO 80209](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/1101+E+Bayaud+Ave,+Denver,+CO+80209/data=!4m2!4m1!3e2)",797 Sq Ft,"1,152 Sq Ft","$1,916 - 11,836",2052-6645,2689-11836,Dogs Allowed No Weight Requirement  * $200 Deposit * $45 Monthly Pet Rent * $100 Fee * 2 Pet Limit * Must Be Spayed/Neutered * Pet Interview Required,3.6 mi,14 mins,Covered,* Fitness Center * Sauna * Spa * Pool * Bike Storage * Putting Greens * Walking/Biking Trails * Gameroom * Media Center/Movie Theatre * Golf Course,* Dishwasher * Disposal * Ice Maker * Granite Countertops * Stainless Steel Appliances * Island Kitchen * Kitchen * Microwave * Oven * Range * Refrigerator * Freezer,* 24hr Concierge * Availability 24 Hours * Bar and Party Room * Bike Racks * Controlled Access/Gated * Courtyard * Covered Parking * Display Kitchen * Free Weights * Garage * Guest Room * High Speed Internet * Massage Room * Media Room * On-Site Maintenance * On-Site Management * Package Receiving * Recreation Room * Recycling * Resident Chef * Salt Water Heated Pool * Short Term Furnished Apts Available * Spa/ Jacuzzi,* High Speed Internet Access * Wi-Fi * Washer/Dryer * Air Conditioning * Heating * Ceiling Fans * Smoke Free * Cable Ready * Satellite TV * Trash Compactor * Storage Units * Tub/Shower * Sprinkler System * Wheelchair Accessible (Rooms),* Hardwood Floors * Carpet * Tile Floors * Vinyl Flooring * Dining Room * Family Room * Office * Den * Bay Window * Views * Walk-In Closets * Linen Closet * Furnished * Double Pane Windows * Window Coverings,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17",* Package Service * Community-Wide WiFi * Wi-Fi at Pool and Clubhouse * Controlled Access * Maintenance on site * Property Manager on Site * Doorman * Concierge * Video Patrol * 24 Hour Availability * Furnished Units Available * Shuttle to Train * On-Site ATM * Recycling * Renters Insurance Program * Dry Cleaning Service * Laundry Service * Planned Social Activities * Guest Apartment * Pet Play Area * Pet Washing Station * Car Charging Station * Car Wash Area,* Built in 2017 * 558 Units/32 Stories * Furnished,* Elevator * Business Center * Clubhouse * Lounge * Multi Use Room * Storage Space * Disposal Chutes * Conference Room * Corporate Suites,* Gated * Sundeck * Cabana * Courtyard * Grill * Zen Garden * Balcony * Patio * Deck * Grill
[AMLI Dry Creek](https://www.apartments.com/amli-dry-creek-centennial-co/y1vsext/),844-472-1928,"[7471 S Clinton St, Centennial, CO 80112](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/7471+S+Clinton+St,+Centennial,+CO+80112/data=!4m2!4m1!3e2)",769 Sq Ft,910 Sq Ft,"$1,519 - 3,761",1519-2371,1633-2843,"Dogs and Cats Allowed Pets are limited by size and breed. Max number of 2 pets per apartment. A pet deposit, fee and rent may be required. Please contact office for details.  * $200 Deposit * $25 Monthly Pet Rent * $250 Fee * 75 lb Weight Limit * 2 Pet Limit",16.5 mi,22 mins,,* Fitness Center * Pool * Bike Storage * Gameroom,* Dishwasher * Disposal * Stainless Steel Appliances * Kitchen * Microwave * Oven * Range * Refrigerator * Freezer,"* 24 Hour Fitness Center * 42"" designer cabinets * Bark Park * Bicycle Repair Room * Bike and ski repair & storage * BreatheasyÂ (R)  smoke-free community -- inside and out * Designed for LEED Gold Certification * Elegant quartz countertops with tile backsplashes * Individual Climate Control * Island kitchens with ENERGY STARÂ (R)  stainless steel appliances * NightPatrol * Other * Rooftop lounge with fire pit * Tile surround in bathrooms * yoga room featuring fitness on demand",* Washer/Dryer * Heating * Ceiling Fans,* Hardwood Floors * Window Coverings,,* Pet Washing Station * Car Charging Station,* Built in 2017 * 256 Units/5 Stories,* Business Center * Conference Room,* Roof Terrace * Courtyard
[Overture Stapleton 55+ Apartment Homes](https://www.apartments.com/overture-stapleton-55-apartment-homes-denver-co/7yfh9by/),888-611-6430,"[8133 E 29th Ave, Denver, CO 80238](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/8133+E+29th+Ave,+Denver,+CO+80238/data=!4m2!4m1!3e2)",695 Sq Ft,"1,035 - 1,095 Sq Ft","$1,550 - 2,250",1550-1850,2150-2250,Dogs and Cats Allowed * $250 Deposit * 75 lb Weight Limit * 2 Pet Limit,8.850000000000001 mi,17 mins,Other,* Fitness Center,* Dishwasher * Disposal * Microwave * Oven * Range * Refrigerator,* Attentive Management Team * Bicycle station * Billards Room * Boucci Ball Court * Clubroom with kitchen * Coordinated community and neighborhood events * Fitness and activity room * Game room * Granite Countertops * Heated & well lighted underground garage * Heated and Well Lighted Underground Garage * Individual Climate Control * Lounge with TV for Movie Matinees * NightPatrol * Other * Outdoor terrace with BBQ * Pet Friendly * Planned daily activities * Plentiful Storage * Private Meeting Space * Smoke Free * Smoke Free Community * Yappy Park,* High Speed Internet Access * Washer/Dryer * Air Conditioning * Heating * Ceiling Fans * Smoke Free * Cable Ready * Storage Units,* Walk-In Closets,,* Laundry Facilities * Maintenance on site,* Built in 2014 * 108 Units/4 Stories,* Clubhouse * Lounge,* Balcony * Patio
[Waterford RiNo](https://www.apartments.com/waterford-rino-denver-co/l7cgpvd/),877-246-4306,"[2797 Wewatta Way, Denver, CO 80216](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/2797+Wewatta+Way,+Denver,+CO+80216/data=!4m2!4m1!3e2)",700 Sq Ft,"1,180 Sq Ft","$1,605 - 4,081",1605-3777,2410-4081,Dogs and Cats Allowed The Marq at RiNo welcomes your pets! To learn about our pet amenities and any breed restrictions/policies please contact the leasing office today. 2 pet maximum.  * $400 Deposit * $70 Monthly Pet Rent * $400 Fee * 2 Pet Limit,1.25 mi,6 mins,Garage 1 space. Parking garage available.,* Fitness Center * Spa * Pool * Media Center/Movie Theatre,* Dishwasher * Disposal * Ice Maker * Granite Countertops * Stainless Steel Appliances * Island Kitchen * Kitchen * Microwave * Oven * Refrigerator * Freezer,"* 24 Hour Emergency Maintenance On Site * 24 Hour Fitness Center * Bicycle Rentals Available * Business Center * Business Center with Printer * Clubhouse with Coffee Bar * Community BBQ Grill Area * Conference Room with Flat Screen TV * Contemporary Lighting and Ceiling Fans* * Controlled-Access, Structured Parking Garage * Covered Bicycle Storage * Dog Run - We Love Pets!* * Dog Run Area * Downtown and Mountain Views* * Energy-Efficient Stainless Steel Appliances * Expansive Walk-In Closets * Fitness Center * Full-Size Washer and Dryer Included* * Kitchen Islands and Tile Backsplashes* * Large Pool * Library / Seating Area * Luxer One Package Room * Luxury Services Provided * Media / Gaming Room * Media/Game Room * Package Service * Parking Garage * Personal Balcony or Patio* * Pre-Wired for Intrusion Alarms * Professional On-Site Management and Maintenance * Resort Inspired Pool * Rooftop & Courtyard Fire Pits * Rooftop Amenity Deck With Downtown Views * Rooftop Amenity Deck with Views of Coors ... * Rooftop Deck with Fire Pit * Social Room * State-of-the-Art Fitness Center * Studio, One, and Two Bedrooms Available * Tap Room * Two Landscaped Courtyards * Wood-Style Plank Flooring and Plush Carpeting * Year Around Heated Pool & Spa",* High Speed Internet Access * Washer/Dryer * Air Conditioning * Heating * Ceiling Fans * Cable Ready * Security System * Tub/Shower,* Carpet * Vinyl Flooring * Dining Room * Crown Molding * Views * Walk-In Closets * Linen Closet * Double Pane Windows * Window Coverings,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15",* Package Service * Wi-Fi at Pool and Clubhouse * Laundry Facilities * Controlled Access * 24 Hour Availability * Trash Pickup - Door to Door * Recycling * Renters Insurance Program * Dry Cleaning Service * Online Services,* Built in 2013 * 301 Units/5 Stories,* Elevator * Business Center * Clubhouse * Lounge * Storage Space,* Roof Terrace * Courtyard * Grill * Grill
[Venue on 16th](https://www.apartments.com/venue-on-16th-denver-co/wey3yyj/),844-236-9809,"[2900 E 16th Ave, Denver, CO 80206](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/2900+E+16th+Ave,+Denver,+CO+80206/data=!4m2!4m1!3e2)",773 Sq Ft,"1,171 Sq Ft","$1,655 - 2,735",1875-2045,2400-2735,"Dogs Allowed: Breed Restrictions: Greystar Standard Restricted Breeds Allow three dogs on first floor, and 2 dogs and 1 cat on all other floors; Breed Restrictions: Pit Bulls, Doberman, Wolf Hybrid, American Pit Bull/Bull Terrier, Rottweiler, American Staffordshire Terrier, and Akita allow three dogs o...  * $35 Monthly Pet Rent * $300 Fee * 2 Pet Limit",2.9 mi,14 mins,Covered Visitor Parking Available!,* Fitness Center * Spa * Pool * Bike Storage * Walking/Biking Trails * Gameroom * Media Center/Movie Theatre,* Dishwasher * Disposal * Ice Maker * Granite Countertops * Stainless Steel Appliances * Island Kitchen * Kitchen * Microwave * Oven * Range * Refrigerator * Freezer * Breakfast Nook,"* BBQ Grill * Bottom Freezer Refrigerator * Built-in microwave * Built-In Shelving * Central Air And Heat * Cyber Café * Decorative Tile Back-Splash In Kitchen * Decorative tile backsplash in kitchens * Double Vanity Sinks* * Electric range and dishwasher * Energy Saving Led Lights * Fireside lounge for quiet enjoyment * Full size washer and dryer * Full Size Washer- Dryer * Guest Suite * Large Soaking Tubs * Mud Room With Built-In Bike Racks* * Online Rent Payments * Package Receiving System * Paw Spa * Pet wash and grooming area * Plank Flooring In Living Areas * Poolside Grilling Area With TVs * Pre - Wired For Cable And Satelite * Pre-wired for cable and satellite access * Private Balconies And Patios * Private balconies and patios in most units * Sky Lounge * Sky Lounge With Mountain & City Views * Stainless Steel Appliances * Studio, one, two and three bedroom apartments. * Three Designer Color Palettes Available * Tile Surrounds In Frameless Glass * Tile surrounds in frameless glass shower/tub area * TRX, Fitness On Demand, Yoga & Spin Area * TV Lounge * Usb Charging Outlets",* High Speed Internet Access * Washer/Dryer * Air Conditioning * Heating * Smoke Free * Cable Ready * Trash Compactor * Storage Units * Double Vanities * Tub/Shower * Fireplace * Sprinkler System * Framed Mirrors,* Hardwood Floors * Carpet * Tile Floors * Dining Room * Family Room * Mud Room * Den * Built-In Bookshelves * Views * Walk-In Closets * Linen Closet * Loft Layout * Double Pane Windows * Window Coverings,"4, 5, 6, 7, 8, 9, 10, 11, 12",* Package Service * Wi-Fi at Pool and Clubhouse * Controlled Access * Maintenance on site * Property Manager on Site * Concierge * Recycling * Dry Cleaning Service * Planned Social Activities * Guest Apartment * Pet Washing Station,* Built in 2016 * 180 Units/5 Stories,* Elevator * Business Center * Clubhouse * Lounge * Multi Use Room * Disposal Chutes * Conference Room,* Roof Terrace * Sundeck * Courtyard * Grill * Picnic Area * Balcony * Deck * Grill
[Coda](https://www.apartments.com/coda-denver-co/3mqxske/),844-842-2188,"[100 Steele St, Denver, CO 80206](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/100+Steele+St,+Denver,+CO+80206/data=!4m2!4m1!3e2)",835 Sq Ft,"1,402 Sq Ft","$1,295 - 5,287",1295-4935,3137-5287,"Dogs Allowed: Pets are welcome at Coda! Maximum of 2 pets per apartment home. Non-refundable Pet Fee is $400 per dog and $300 per cat. Monthly Pet Rent is $35. Weight limit is 65 lbs. Breed restrictions apply. For more information, please call our leasing office. 65lbs or less at full growth  * $35 Monthly Pet Rent * $300 - 800 Fee * 65 lb Weight Limit * 2 Pet Limit * Must Be Spayed/Neutered",4.65 mi,17 mins,Covered: $125 - 350 1 space; Assigned Parking. Climate-controlled garage,* Fitness Center * Pool * Bike Storage,* Dishwasher * Disposal * Ice Maker * Stainless Steel Appliances * Pantry * Island Kitchen * Eat-in Kitchen * Kitchen * Microwave * Oven * Range * Refrigerator * Freezer * Instant Hot Water,"* 100% Smoke- Free * 24-hour Access to Community Amenity Spaces * 24hr. Emergency maintenance * BBQ/Picnic Area * Bicycle Parking Spaces * Bicycle Parking w/cable lock system * California Closet Design in Master Suites* * Climate-Controlled Garage * Community gas grill/BBQ area * Community Lounge w/chef's kitchen and outdoor grills * Comprehensive Composting and Recycling Programs * Comprehensive Composting Program * Concierge Service * Downtown and Mountain Views Available* * Electric Vehicle charging stations * Elegant finishes * Health Center * Health/Wellness Center * High-efficiency lighting * High-speed internet access * In-suite, full-size, front loading Whirlpool Washer and Dryer * Key Fob Controlled Access * Keyless entry * LEED-Gold Registered * Luxurious rooftop amenities * Occupant-sensored lighting in all common areas * Pet spa * Private Balcony* * Quartz countertops * Velo Room * Velo Room w/professional bicycle, ski and snowboard maintenance equipment * Whirlpool luxury appliance package * Year-round Swimming",* High Speed Internet Access * Wi-Fi * Washer/Dryer * Air Conditioning * Heating * Ceiling Fans * Smoke Free * Cable Ready * Trash Compactor * Storage Units * Tub/Shower * Sprinkler System * Wheelchair Accessible (Rooms),* Carpet * Views * Walk-In Closets * Window Coverings,None,* Package Service * Wi-Fi at Pool and Clubhouse * Controlled Access * Maintenance on site * Property Manager on Site * Concierge * 24 Hour Availability * Recycling * Composting * Planned Social Activities * Guest Apartment * Pet Care * Pet Washing Station * Car Charging Station,* Built in 2016 * 182 Units/12 Stories * LEED Certified Gold,* Elevator * Clubhouse * Lounge * Storage Space * Disposal Chutes,* Roof Terrace * Sundeck * Balcony
[Decatur Point](https://www.apartments.com/decatur-point-denver-co/j71yy67/),844-677-5598,"[2700 Decatur St, Denver, CO 80211](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/2700+Decatur+St,+Denver,+CO+80211/data=!4m2!4m1!3e2)",644 Sq Ft,"1,340 Sq Ft","$1,665 - 2,954",1665-2445,2255-2954,Pets Negotiable,1.9 mi,8 mins,Surface Lot: $75 17 spaces; Assigned Parking.,* Fitness Center * Spa * Pool * Bike Storage,* Dishwasher * Disposal * Stainless Steel Appliances * Island Kitchen * Eat-in Kitchen * Kitchen * Microwave * Oven * Range * Refrigerator,* 24hr. Emergency maintenance * BBQ/Picnic Area * Bike rack or bike storage * Business center with equipment * Convenient Shopping Areas * Courtyard * Easy Access to Main Roadways * Excellent access * Glistening Pool with Sun Deck * Regular-sized pool * Resident Activities * Separate party room * Walk to bus line * Walk to Fine Dining and Retail * Washer/Dryer in Unit * Well maintained grounds,* High Speed Internet Access * Washer/Dryer * Air Conditioning * Heating * Ceiling Fans * Smoke Free * Cable Ready * Trash Compactor * Storage Units * Tub/Shower * Sprinkler System * Framed Mirrors,* Carpet * Vinyl Flooring * Views * Walk-In Closets * Loft Layout * Double Pane Windows * Window Coverings,"6 months,7 months,9 months,12 months,13 months",* Wi-Fi at Pool and Clubhouse * Controlled Access * Maintenance on site * Property Manager on Site * Recycling * Renters Insurance Program * Planned Social Activities * Pet Washing Station,* Built in 2017 * 203 Units/5 Stories,* Elevator * Business Center * Clubhouse * Lounge * Disposal Chutes * Conference Room,* Gated * Sundeck * Courtyard * Balcony * Grill
